name_id,name_en
Kemoceng,"Feather duster"
"perkakas-perkakas kecil dan wadah-wadah kecil yang dapat dibawa untuk rumah tangga dan dapur (bukan dari logam mulia atau bukan dari sepuhan logam mulia)",-
toples,-
"Wadah tisu",-
"Penyemprot untuk penata rambut","sprays for hairdressing"
"porselen-porselen dan barang-barang tembikar",-
"tempat menaruh kue bertingkat",-
"penyangga kue","stand cake"
"Penyangga kue bertingkat","tier stand cake"
Spatula,-
"Pembagi kue","cake divider"
"panci masak, fondue set, peralatan pemanggang dan ceret non-listrik","non-electric cooking pots, fondue sets, roasting apparatus and kettles"
"wadah untuk menyiapkan, menyimpan, menghangatkan dan menyajikan bahan makanan dan minuman, tidak termasuk dalam kelas lain","containers for preparing, storing, keeping warm and serving foodstuffs and beverages, not included in other classes"
"Alat untuk menghias kue atau meratakan krim pada kue","cake scraper"
"Kotak kue plastik",-
"Sedotan minum dari plastik",-
"papan merek dari porselen atau kaca",-
"tudung saji",-
"kaca untuk lampu sinyal atau lampu depan untuk kendaraan [produk setengah jadi]","glass for signal lights or headlights for vehicles [semi-finished product]"
"pitter ceri yang dioperasikan dengan tangan","hand-operated cherry pitters"
"alat untuk membersihkan gigi dan gusi menggunakan air bertekanan tinggi untuk digunakan di rumah","apparatus for cleaning teeth and gums using high-pressure water for home use"
"aspergillum bukan dari logam mulia","aspergillums not of precious metal"
"pencakar kulit kepala","scalp scratchers"
sepon,sponges
"kolom piala porselen, keramik atau kaca","trophy columns of porcelain, ceramic or glass"
"tempat sampah untuk keperluan rumah tangga","waste bins for household purposes"
mug,mugs
"patung, patung dan karya seni dari porselen, keramik, gerabah, terra-cotta atau kaca","statues, busts and works of art of porcelain, ceramic, earthenware, terra-cotta or glass"
"stand kue berjenjang","tiered cake stands"
"mug dengan tutup untuk perjalanan","travel mugs"
"guci dari logam mulia","urns of precious metal"
"sikat udara panas listrik","electric hot-air brushes"
"wadah untuk keperluan kamar mandi","toilet cases"
"tokoh model [ornamen] terbuat dari tembikar","model figures [ornaments] made of earthenware"
"spons laut alami","natural sea sponges"
"wadah untuk keperluan rumah tangga atau dapur","containers for household or kitchen use"
"terarium indoor untuk hewan","indoor terrariums for animals"
"piring dekoratif","decorative plates"
"piring kaca","glass dishes"
"penghilang serat, listrik atau non-listrik","lint removers, electric or non-electric"
"mangkuk buah","fruit bowls"
"gelas margarita","margarita glasses"
"pengumpan hewan peliharaan elektronik","electronic pet feeders"
"Penjepit untuk menyajikan roti","bread serving tongs"
"sarung tangan plastik untuk keperluan rumah tangga","plastic gloves for household purposes"
"kapsul kopi barley isi ulang dari plastik","refillable barley coffee capsules of plastic"
"cangkir dapat digunakan kembali","reusable cups"
"stoples kaca penyimpanan","storage jars of glass"
"berkemah panggangan [peralatan memasak]","camping grills [cooking utensils]"
"panci panas, tidak dipanaskan dengan listrik","hot pots, not electrically heated"
"benda-benda dekoratif [ornamen] terbuat dari keramik","decorative objects [ornaments] made of ceramic"
"penutup kotak tisu dari tekstil","tissue box covers of textile"
"pendingin mentega","butter coolers"
"alat pemadam lilin dari logam mulia","candle extinguishers of precious metal"
"patung keramik","ceramic statues"
"reamers jeruk","citrus reamers"
"cangkir kopi","coffee cups"
"kaca lembaran biasa, bukan untuk bangunan","common sheet glass, not for building"
"rak pendingin","cooling racks"
"sikat kuda","horse brushes"
"sendok es [barware]","ice scoops [barware]"
"tempat lilin dari kaca","candlesticks of glass"
"pengukir bertumpu","carver rests"
"nozel untuk selang sprinkler","nozzles for sprinkler hose"
"Dorongan Air",Whiter
"dipan jari","dental finger cots"
"pemegang minuman dari busa (sekat penahan panas)","foam drink holders [sleeves]"
"peralatan dapur dari logam mulia","kitchen utensils of precious metal"
"cangkir minum","drinking cups"
"baskom tembikar","earthenware basins"
"parut keju untuk keperluan rumah tangga","cheese graters for household purposes"
"sendok batubara untuk keperluan rumah tangga","coal scoops for household purposes"
"spons kosmetik","cosmetic sponges"
cangkir,cups
"tatakan untuk memanggang","baking mats"
"vas lantai kaca","glass floor vases"
"spons pijat","massage sponges"
"Dispenser air minum elektrik untuk hewan peliharaan","electronic pet waterers"
"bejana kaca domestik yang diinsulasi panas","heat-insulated domestic vessels of glass"
"botol air","water bottles"
"kendi anggur","wine jugs"
"talenan kayu untuk penggunaan dapur","wooden cutting boards for kitchen use"
Cikrak,-
Kendi,jugs
"keranjang piknik yang dipasang, termasuk piring","fitted picnic baskets, including dishes"
"sikat gigi interdental","interdental brushes for cleaning the teeth"
"minum tanduk","drinking horns"
"saus madu","honey dippers"
"sikat olesi","basting brushes"
"tempat mandi burung *","bird baths*"
"tumbuk kentang","potato mashers"
"baki penyajian","serving trays"
"pengumpan hewan kecil","small animal feeders"
"trivets [peralatan meja]","trivets [table utensils]"
"plak dinding terbuat dari kaca","wall plaques made of glass"
"mortir kayu","wooden mortars"
"pemotong kue","pastry cutters"
"sarung tangan abrasif untuk menggosok sayuran","abrasive gloves for scrubbing vegetables"
"tikar untuk digunakan dalam mengeringkan dan mengeringkan peralatan masak dan gelas","bar mats for use in draining and drying cocktailware and glasses"
"mandi burung tidak menjadi struktur","bird baths not being structures"
"kuas, kecuali kuas cat","brushes, except paintbrushes"
"dispenser minuman portabel [wadah]","portable beverage dispensers [containers]"
"rambut anjing rakun untuk sikat","raccoon dog hair for brushes"
"membilas mangkuk","rinsing bowls"
"piring, bukan dari logam mulia","saucers, not of precious metal"
"kacamata schnapps","schnapps glasses"
"shamoji [Sendok gaya Jepang untuk nasi]","shamoji [Japanese-style scoops for cooked rice]"
"kain spons untuk dibersihkan","sponge cloths for cleaning"
"hewan model [ornamen] terbuat dari kaca","model animals [ornaments] made of glass"
"pengupas bawang putih non-listrik","non-electric garlic peelers"
"cetakan kue","pastry molds"
"alas piring dari gabus","place mats of cork"
"pohon mug","mug trees"
"celengan logam mulia","piggy banks of precious metal"
Ceblek,-
"stoples kaca pengawet makanan","food preserving jars of glass"
"kendi, bukan dari logam mulia","jugs, not of precious metal"
"bantalan liner sekali pakai disesuaikan untuk kotak kotoran hewan","disposable liner pads adapted for animal litter boxes"
"penggiling kopi, dioperasikan dengan tangan","coffee mills, hand-operated"
"Peralatan dan wadah untuk rumah tangga","Household utensils and containers"
Poci,-
"Sendok saji",-
"pecah belah",crockery
"Perangkat piring untuk menyajikan makanan",servingware
Talenan,"chopping boards"
"Nampan untuk keperluan rumah tangga","trays for domestic purposes"
"Barang pecah belah",glassware
"wadah minum","Drinking vessels"
cawan,-
"botol untuk minuman","bottles for beverages"
"wadah untuk rumah tangga dan dapur","household and kitchen containers"
"Botol penyemprot",-
"Tempat dan dispenser untuk keperluan gigi","holders and dental dispenser"
"sikat untuk membersihkan gigi dan gusi","Brushes for cleaning teeth and gums"
"wadah/kotak penyimpan untuk sikat gigi","carrying case for toothbrushes"
"benang pembersih gigi","dental floss"
"Pengganti bagian kepala sikat gigi","replacement brush heads for toothbrushes"
"Wadah/tempat penyimpan benang pembersih gigi","dental floss holders"
"sikat untuk antar gigi","inter-dental brushes"
"sikat gigi yang dioperasikan dengan listrik","electric-operated toothbrushes"
"sikat gigi yang dioperasikan dengan baterai,","battery-operated toothbrushes"
"dudukan sikat cukur","Stands for shaving brushes"
"Sediaan bahan pembuat sikat","materials prepared for brush making"
"tempat gelas","cup holder"
"sikat toilet dan wadahnya","toilet brushes and holders"
"gagang tempat handuk","towel bars"
"penyanggah handuk","towel holders"
"dispenser untuk losion, sampo, kondisioner dan sabun mandi","dispensers for lotion, shampoo, conditioner and body wash"
"Wadah untuk Menyimpan buah-buahan","Storing container for fruits"
"baskom yang tidak menjadi bagian dari instalasi sanitasi","basins not being parts of sanitary installations"
"Stick es krim",-
"Alat pembersih dan peralatan cuci (selain listrik)","Cleaning tools and washing utensils (other than electric)"
"tempat pot","pot holders"
"alat pemotong kue","cookie cutters"
"Sarung tangan nitrile untuk keperluan rumah tangga",-
"kain untuk mengeringkan","cloths for drying"
"Perangkap untuk memonitor serta mengendalikan nyamuk",-
"Pot tanah liat untuk menyiapkan obat-obatan (bukan listrik)","Clay pots preparing medicines (non-electric)"
"Pembuat kue","cake turners"
"sarung tangan untuk di dapur","kitchen mitts"
"peralatan makan",dinnerware
"bagian atas kue dari keramik","cake toppers of ceramic"
"Sabut pembersih dari stainless",-
"bahan-bahan penyikat","brushing materials"
"tempat kotak jus dari plastik","plastic juice box holders"
"kuas kosmetik","cosmetic brushes"
"tempat sumpit","chopstick holders"
"papan ukiran","carving boards"
"tempat lilin","candle holders"
"Diffuser minyak esensial","Essential oil diffusers"
"Diffuser minyak esensial elektrik","electric essential oil diffusers"
"sikat kawat, bukan bagian dari mesin","wire brushes, not being machine parts"
"pegangan lengan isolasi untuk botol","insulating sleeve holders for bottles"
"tempat (shakers) garam","salt shakers"
"alat penyemprotan","sprinkling devices"
"wadah makanan untuk hewan peliharaan","feeding vessels for pets"
"sikat rambut","hair brushes"
"gelas (wadah)","glasses (containers)"
"Panci anti lengket (Teflon)",-
"Wajan anti lengket",-
"Sikat untuk membersihkan kaca pintu dan kaca jendela","Brushes for clean glass doors and glass windows"
"botol isotermik","isothermic bottles"
"botol pendingin","cooler bottles"
"Diffuser aromaterapi elektrik dan non-elektrik","Electric and non-electric aromatherapy diffusers"
"Diffuser elektrik untuk pewangi udara","electric diffusers for air fragrances"
"Botol olahraga dijual kosong","sports bottles sold empty"
"Botol minum untuk olah raga yang dapat dipakai ulang, dijual kosong","reusable sports bottles, sold empty"
"Kotak dari gelas",-
"kasing yang disesuaikan untuk peralatan kosmetik","cases adapted for cosmetic utensils"
"Panci keramik bertangkai",-
"tongkat swizzle","swizzle sticks"
"panci bergagang",-
"Kaca pengaman untuk dijadikan jendela kendaraan","Security glass for making into vehicle windows"
"Kaca yang dikeraskan (belum dikerjakan atau setengah dikerjakan), kecuali untuk bangunan","Toughened glass (unworked or semi-worked), except for building"
"Kaca laminasi (selain untuk bangunan)","Laminated glass (other than for building)"
"loyang dari logam biasa","baking sheets of common metal"
"Toples untuk makanan hewan peliharaan","pet treat jars"
"Kaca untuk jendela kendaraan","glass for vehicle windows"
"Barang-barang sikat","Brush goods"
"peralatan (alat makan)","Services (tableware)"
"Sikat hewan peliharaan","pet brushes"
"alat memasak dengan tekanan uap, bukan listrik, untuk memasak","autoclaves, non-electric, for cooking"
"Panci dan wajan masak [non-listrik]","Cooking pots and pans [non-electric]"
"wajan non-listrik","skillets (non-electric -)"
"wajan ceper non-listrik","non-electric griddles"
"piring hidangan gratin","gratin dishes"
"wajan ceper [peralatan memasak non-listrik]","griddles [non-electric cooking utensils]"
"sarung tangan untuk penggunaan rumah tangga","Gloves for domestic use"
"wadah penyimpanan makanan sekali pakai","disposable food storage containers"
"wadah untuk kosmetik","holders for cosmetics"
"baskom [mangkuk]","basins [bowls]"
"panci bertekanan uap",-
"panci dari timah",-
"Botol Air Minum Pelancong",-
"tongkat untuk cake pop","sticks for cake pops"
"set teh","tea sets"
"sedotan untuk cuias [bejana minum] untuk yerba maté","straws for cuias [drinking vessels] for yerba maté"
"sarung tangan abrasif untuk menggosok badan","abrasive mitts for scrubbing the body"
"garpu dari kayu untuk memasak","wooden forks for cooking"
"cangkir kertas","paper cups"
"wadah pendingin untuk makanan yang mengandung cairan pertukangan",-
"tongkat lollipop","lollipop sticks"
"tongkat untuk lollipop","sticks for lollipops"
"cangkir kardus","cardboard cups"
"peralatan kosmetik dan toilet serta perlengkapan kamar mandi","cosmetic and toilet utensils and bathroom articles"
"bantalan liner sekali pakai disesuaikan untuk kotak kotoran hewan","disposable liner pads adapted for animal litter boxes"
"dispenser untuk kosmetik","dispensers for cosmetics"
"kain lap piring",dishcloths
"penghangat lilin, listrik dan non-listrik","candle warmers, electric and non-electric"
"wadah untuk kosmetik","containers for cosmetics"
"wadah lembar alumunium sekali pakai","disposable aluminium foil containers"
"aplikator untuk pengaplikasian tata rias mata","applicators for applying eye make-up"
"penapis untuk keperluan dapur","colanders for household purposes"
"tempat bedak kosmetik","cosmetic powder compacts"
"kaca yang sebagian dikerjakan, yaitu, ingot, tabung, batang, cakram, pelat, dan cincin semuanya untuk keperluan industri umum","partly worked glass, namely, ingots, tubes, rods, discs, plates and rings all for general industrial use"
"alas piring dari kayu","wooden place mats"
"wadah untuk keperluan rumah tangga dari kristal","household containers of crystal"
"wadah untuk keperluan rumah tangga dari porselen","household containers of porcelain"
"wadah untuk keperluan rumah tangga dari tembikar","household containers of pottery"
"Kaca setengah jadi untuk digunakan dalam seni industri, laboratorium, medis, dan kimia","Semi-finished glass for use in the industrial, laboratory, medical, and chemical arts"
"cuias [wadah minum] untuk yerba maté","cuias [drinking vessels] for yerba maté"
"bombilhas [sedotan] untuk cuias [bejana minum] untuk yerba maté","bombilhas [straws] for cuias [drinking vessels] for yerba maté"
"Pemeras tabung pasta gigi","Toothpaste tube squeezers"
"sarung tangan oven","oven gloves"
"buckskin untuk pembersih","buckskin for cleaning"
"Peralatan makan dari keramik, selain pisau, garpu dan sendok","porcelain tableware, other than knives, forks and spoons"
"kain untuk pembersih","rags for cleaning"
"Ketel besi","iron kettles"
"cetakan es batu","ice cube trays"
"cangkir kopi dari keramik","coffee services of ceramic"
"celengan terbuat dari porselen","piggy banks made of porcelain"
"mangkuk makan hewan peliharaan, otomatis","pet feeding bowls, automatic"
celengan,"piggy banks"
"tempat gulungan tisu dapur","kitchen roll holders"
"kotak terbuat dari kristal","boxes made of crystal"
"kaca yang belum dikerjakan untuk digunakan dalam seni industri, laboratorium, medis, dan kimia","unworked glass for use in the industrial, laboratory, medical, and chemical arts"
"mangkuk untuk hewan peliharaan","pet bowls"
"ember bilas","rinsing pails"
"ember es","ice pails"
ember-ember,pails
"boks pendingin portabel, non-listrik","portable coldboxes, non-electric"
"wadah terisolasi untuk makanan atau minuman, untuk keperluan domestik","insulated containers for food or beverage, for domestic use"
"wadah berisolasi panas untuk makanan atau minuman","thermal insulated containers for food or beverages"
"tas berisolasi panas untuk makanan atau minuman","thermal insulated bags for food or beverages"
"tas terisolasi untuk makanan atau minuman, untuk penggunaan domestik","insulated bags for food or beverage, for domestic use"
"wadah berisolasi panas untuk penggunaan rumah tangga","heat-insulated containers for household use"
"aplikator kosmetik","cosmetics applicators"
"bejana kaca untuk obat dijual kosong","glass vessels for medication sold empty"
"peralatan untuk keperluan kosmetik","utensils for cosmetic purposes"
"cangkir minuman dari porselen","beverage cups made of porcelain"
"cangkir minuman dari tembikar","beverage cups made of pottery"
"ornamen dalam bentuk miniatur dari gerabah","ornaments in miniature form made of earthenware"
"cangkir minuman dari kaca","beverage cups made of glass"
"tas kosmetik [yang telah terpasang]","cosmetic bags [fitted]"
"diffuser minyak aromatik, selain diffuser buluh, listrik dan non-listrik","aromatic oil diffusers, other than reed diffusers, electric and non-electric"
"pendingin minuman portabel tidak menggunakan listrik","non-electric portable beverage coolers"
"kotak makan siang",lunchboxes
"wadah untuk keperluan dapur","containers for kitchen use"
"wadah penyimpanan plastik untuk penggunaan domestik","plastic storage containers for domestic use"
"alat penuang untuk penggunaan rumah tangga","pouring spouts for household use"
"ember besi untuk keperluan rumah tangga","metal baskets for household purposes"
"ember dari besi, untuk keperluan rumah tangga","baskets of metal, for household purposes"
"mangkuk makan hewan peliharaan","pet feeding bowls"
"pot kopi non- listrik, bukan dari logam mulia","non-electric coffee pots, not of precious metal"
"kotak uang logam","metal money boxes"
"tutup cangkir","cup lids"
"sedotan untuk minum","straws for drinking"
"cangkir minum anti tumpah untuk anak-anak","non-spill drinking cups for children"
"cangkir minum untuk bayi, selain botol","infants' drinking cups, other than bottles"
"botol air plastik yang dapat digunakan kembali dijual kosong","reusable plastic water bottles sold empty"
"botol air stainless steel yang dapat digunakan kembali dijual kosong","reusable stainless steel water bottles sold empty"
"tutup untuk cangkir dan gelas","lids for cups and glasses"
"wadah minum berisolasi panas","heat-insulated vessels"
"gelas isap","sippy cups"
"sarung pelindung terisolasi untuk kaleng minuman","insulating sleeve holders for beverage cans"
"sarung pelindung terisolasi untuk cangkir minuman","insulating sleeve holder for beverage cups"
"wadah pendingin yang digunakan untuk menjaga makanan dan minuman tetap dingin","cold packs used to keep food and drink cold"
"peralatan makan hewan peliharaan","pet dishes"
"mangkuk air untuk hewan peliharaan","pet water bowls"
"sikat bak mandi","tub brushes"
"Wadah untuk kantong plastik untuk keperluan rumah tangga","plastic bag holders for household use"
-;-;-;-;-;-;,"Containers for household or kitchen use; insect traps; kitchen utensils; works of art of porcelain, ceramic, earthenware, terra-cotta or glass; electric toothbrushes; non-electric cooking utensils; toilet utensils; cosmetic utensils; ceramics for household purposes; gloves for household purposes; glass bowls; dustbins; watering cans; steel wool for cleaning; glassware for household purposes, namely cups, plates, kettles, and jars; porcelain ware for household purposes, namely basins, bowls, plates, kettles, tableware, jars, jugs, and pots; enamel ware and plastic ware for household purposes, namely basins, bowls, plates, kettles, and cups; sprinklers; thermally insulated containers for food; indoor aquaria; cleaning instruments, hand-operated; brushes; mops; mop wringer buckets; glass, unworked or semi-worked, except building glass; drying racks for laundry; toothbrushes; drinking troughs; drinking vessels; gardening gloves."
"tongkat canapé","canapé sticks"
"kotak uang","money boxes"
"wadah air terisolasi",-
"wadah es terisolasi",-
"Pot Tanaman",-
"cangkir teh","tea cups"
"peralatan minum",drinkware
"kendi bir","beer jugs"
